Entry	ParticleIdx	Alcove	PDG	X	Y	Z	Energy	ImpWt	IsExtra
5594	3	1	-13	9.06864	-44.3312	23563	0.878556	3.33333	1
5595	0	1	-13	108.162	104.666	23547.9	0.695453	2	1
5596	0	2	-13	124.875	-119.851	24468.6	15.7303	1	1
5596	1	3	-13	118.608	-119.852	24879	11.6417	1	1
5597	0	1	-13	22.7093	46.242	23553.8	0.520124	3.75	1
5598	0	1	-13	47.7963	52.5316	23553.2	3.20869	2.72727	1
5598	1	1	-13	-53.0612	-60.1759	23564.6	0.327526	2.72727	1
5599	0	1	-13	-58.4621	-10.5935	23559.6	0.635137	3.33333	-1
5600	0	1	-13	-45.6329	-76.4354	23566.3	1.17302	3.33333	1
5600	1	1	-13	-93.7435	-14.1144	23560	0.381723	3.33333	1
5601	0	1	13	-14.4759	29.9317	23555.5	4.43064	1.36364	1
5602	0	1	-13	5.28585	76.8395	23550.7	0.727105	2.72727	1
5602	1	1	-13	41.4974	-14.2658	23560	0.642634	2.72727	1
5602	2	1	-13	51.697	55.4982	23552.9	1.20441	2.72727	1
5602	3	1	-13	91.1199	-14.9673	23560	0.876859	2.72727	1
5603	0	3	-13	-106.668	116.673	24855	4.31582	1.11111	1
5603	1	1	-13	-106.027	82.6377	23550.2	0.666263	1.11111	1
5603	2	1	-13	-104.404	121.976	23546.2	3.49577	1.11111	1
5603	3	1	-13	-91.6934	100.874	23548.3	5.51769	1.11111	1
5603	4	2	-13	-54.7615	108.699	24445.5	2.14479	1.11111	1
5603	5	3	-13	-51.6709	111.792	24855.5	2.14132	1.11111	1
5604	0	1	-13	44.2859	34.4768	23555	0.788329	4.28571	1
5605	0	1	-13	3.92412	-40.9778	23562.7	1.43479	3.75	1
5606	0	1	-13	-35.6768	43.5305	23554.1	0.209402	3.33333	1
5606	1	1	-13	2.79175	-24.3466	23561	0.656815	3.33333	1
5606	2	1	-13	26.3836	-55.6375	23564.2	0.332956	3.33333	1
5606	3	1	-13	3.30195	64.0837	23552	1.36188	3.33333	1
5606	4	1	-13	-62.1422	-37.3397	23562.3	1.26352	3.33333	1
5606	5	1	-13	-69.3859	49.4137	23553.5	0.140332	3.33333	1
5606	6	1	-13	-27.209	17.9491	23556.7	1.62212	3.33333	1
5606	7	1	-13	9.16441	87.9491	23549.6	1.22787	3.33333	1
5606	8	1	-13	-81.2685	20.7933	23556.4	1.52807	3.33333	1
5607	0	1	-13	-31.1243	-27.25	23561.3	0.239443	4.28571	1
5607	1	1	-13	-103.124	-2.16954	23558.8	0.655209	4.28571	1
5608	0	1	-13	-70.1859	90.113	23549.4	0.55465	1	1
5609	0	1	13	19.4152	-57.502	23564.4	26.5285	1	-1
5609	1	2	13	22.158	-79.6946	24464.6	20.4644	1	-1
5609	2	3	13	25.1337	-90.4468	24876	17.5128	1	-1
5609	3	1	13	15.2599	-39.056	23562.5	17.1964	1	1
5609	4	2	13	16.4573	-35.5563	24460.1	10.9387	1	1
5609	5	3	13	21.0538	-30.4251	24869.9	7.92811	1	1
5609	6	1	13	50.7281	-35.9882	23562.2	25.5581	1	1
5609	7	2	13	50.342	-41.7247	24460.7	17.8751	1	1
5609	8	3	13	51.0468	-45.3366	24871.4	14.7513	1	1
5609	9	1	13	36.7198	-20.997	23560.7	16.6058	1	1
5609	10	2	13	45.3055	-19.4467	24458.4	10.1579	1	1
5609	11	3	13	56.3509	-14.8262	24868.4	7.09876	1	1
5609	12	1	13	13.682	-64.4246	23565.1	18.7846	1	1
5609	13	2	13	16.2957	-80.6052	24464.6	12.2495	1	1
5609	14	3	13	17.3155	-90.9306	24876.1	9.06154	1	1
5609	15	1	13	20.095	-42.0227	23562.8	15.407	1	1
5609	16	2	13	9.84446	-53.0831	24461.9	9.87503	1	1
5609	17	3	13	-15.3875	-58.5213	24872.8	7.14938	1	1
5609	18	1	13	42.3031	-25.744	23561.1	26.0726	1	1
5609	19	2	13	45.6207	-15.608	24458.1	19.8235	1	1
5609	20	3	13	50.3851	-10.3318	24867.9	16.2842	1	1
5609	21	1	13	41.1639	-53.5941	23564	26.1744	1	1
5609	22	2	13	48.7423	-47.4408	24461.3	18.5075	1	1
5609	23	3	13	53.285	-48.8718	24871.8	14.0911	1	1
5609	24	1	13	26.3566	-61.079	23564.7	25.7288	1	1
5609	25	2	13	27.2637	-65.6101	24463.1	20.0069	1	1
5609	26	3	13	23.0068	-73.2915	24874.3	17.1039	1	1
5609	27	1	13	17.4661	-51.4087	23563.7	26.7135	1	1
5609	28	2	13	20.5731	-58.6578	24462.4	21.2081	1	1
5609	29	3	13	25.1592	-63.3919	24873.3	17.9617	1	1
5609	30	1	13	14.2861	-43.2491	23562.9	24.9688	1	1
5609	31	2	13	25.1903	-53.4338	24461.9	19.2549	1	1
5609	32	3	13	30.8639	-56.2174	24872.5	15.4358	1	1
5610	0	1	-13	-91.3702	-89.0653	23567.6	3.26562	2.30769	1
5611	0	1	-13	31.6827	-104.855	23569.2	1.90285	1.07143	1
5612	0	1	-13	-23.9813	-71.5299	23565.8	1.23959	2.5	1
5613	0	1	-13	-58.5185	-65.6656	23565.2	0.386726	2.72727	-1
5613	1	1	-13	-90.8046	-45.962	23563.2	1.56625	2.72727	1
5613	2	1	-13	-100.39	-64.3548	23565.1	0.511327	2.72727	1
5614	0	1	-13	-101.834	-14.3164	23560	0.814105	2.72727	1
5615	0	1	-13	62.1771	-17.9161	23560.3	2.14375	2.5	-1
5615	1	1	-13	110.235	-6.65512	23559.2	3.75184	2.5	1
5615	2	1	-13	84.7821	-27.7873	23561.3	3.69191	2.5	1
5615	3	1	-13	70.7904	-86.4456	23567.3	1.7767	2.5	1
5615	4	1	-13	101.533	-1.33499	23558.7	1.36296	2.5	1
5615	5	1	-13	84.7941	-58.7281	23564.5	2.03831	2.5	1
5616	0	1	-13	74.4137	-4.70762	23559	1.12269	3	1
5616	1	1	-13	70.4316	-72.443	23565.9	1.01737	3	1
5617	0	1	-13	115.346	63.8343	23552.1	16.5682	1	-1
5617	1	1	-13	100.235	69.2209	23551.5	25.7608	1	1
5617	2	2	-13	109.593	98.863	24446.5	20.3571	1	1
5617	3	3	-13	115.061	120.468	24854.6	17.1418	1	1
5617	4	1	-13	91.593	50.0065	23553.5	18.6222	1	1
5617	5	2	-13	96.2678	37.8598	24452.6	13.1607	1	1
5617	6	3	-13	96.4108	37.4889	24863	10.4472	1	1
5617	7	1	-13	96.3531	64.3575	23552	23.1358	1	1
5617	8	2	-13	92.1515	80.1146	24448.4	13.7169	1	1
5617	9	3	-13	86.8458	90.0363	24857.7	10.7644	1	1
5617	10	1	-13	94.9284	54.0961	23553	27.6893	1	1
5617	11	2	-13	85.5341	48.7468	24451.5	21.609	1	1
5617	12	3	-13	76.8095	46.9667	24862.1	18.5373	1	1
5617	13	1	-13	113.194	52.3703	23553.2	13.596	1	1
5617	14	1	-13	93.0411	50.46	23553.4	13.8663	1	1
5617	15	2	-13	85.227	38.5922	24452.6	8.3009	1	1
5617	16	3	-13	64.5987	47.7442	24862	4.86686	1	1
5617	17	1	-13	96.5918	56.3819	23552.8	9.58394	1	1
5617	18	2	-13	74.1262	54.3645	24451	3.83506	1	1
5617	19	3	-13	57.3003	46.2962	24862.2	1.20143	1	1
5617	20	1	-13	103.564	47.2939	23553.7	21.776	1	1
5617	21	2	-13	113.87	38.1747	24452.6	14.4067	1	1
5617	22	3	-13	117.235	40.5702	24862.7	8.47094	1	1
5617	23	1	-13	115.145	60.9315	23552.4	17.1381	1	1
5617	24	1	-13	92.1583	56.1299	23552.8	18.1706	1	1
5617	25	2	-13	84.2172	56.4692	24450.8	11.7318	1	1
5617	26	3	-13	82.865	53.7662	24861.4	8.6805	1	1
5618	0	1	-13	88.059	-66.4839	23565.3	2.63186	1.57895	1
5618	1	1	-13	63.1121	118.947	23546.5	2.2609	1.57895	1
5619	0	1	-13	35.2966	96.0894	23548.8	0.0721871	4.28571	1
5620	0	1	13	-50.9955	24.1309	23556.1	0.740974	3.75	1
5621	0	1	-13	-76.5836	25.4906	23555.9	0.549754	4.28571	1
5621	1	1	-13	-18.6221	43.6243	23554.1	0.0798818	4.28571	1
5621	2	1	-13	55.1842	16.3838	23556.9	0.39676	4.28571	1
5622	0	1	-13	-45.8135	-93.7113	23568	14.1807	1	-1
5622	1	2	-13	-54.1251	-88.1197	24465.4	8.18549	1	-1
5622	2	3	-13	-69.7216	-91.5796	24876.1	4.06059	1	-1
5622	3	1	-13	-21.2736	-106.149	23569.3	4.95918	1	1
5622	4	1	-13	-45.302	-102.123	23568.9	11.3608	1	1
5622	5	1	-13	-30.837	-107.884	23569.5	17.6622	1	1
5622	6	2	-13	-36.6267	-121.959	24468.8	12.1081	1	1
5622	7	3	-13	-36.2022	-124.768	24879.5	8.38265	1	1
5622	8	1	-13	-30.5832	-97.0965	23568.4	6.99192	1	1
5622	9	2	-13	-20.9278	-94.1672	24466	1.23184	1	1
5622	10	1	-13	-33.5096	-125.67	23571.3	9.55261	1	1
5622	11	1	-13	-39.4684	-87.8298	23567.4	19.3888	1	1
5622	12	2	-13	-61.1565	-83.6575	24465	13.4422	1	1
5622	13	3	-13	-77.1492	-80.2877	24875	10.545	1	1
5622	14	1	-13	-29.9358	-121.241	23570.8	17.2067	1	1
5622	15	2	-13	-33.9779	-124.764	24469.1	11.0778	1	1
5622	16	3	-13	-41.7392	-117.144	24878.7	6.84587	1	1
5622	17	1	-13	-42.2198	-112.242	23569.9	20.8209	1	1
5622	18	2	-13	-57.6352	-116.035	24468.2	14.2531	1	1
5622	19	3	-13	-66.6751	-109.699	24878	10.3883	1	1
5623	0	1	13	100.605	68.1542	23551.6	1.86962	2.14286	1
5623	1	1	13	85.2515	38.4566	23554.6	3.85065	2.14286	1
5624	0	1	-13	97.9332	117.79	23546.6	0.438715	2.5	-1
5624	1	1	-13	89.414	44.2397	23554	1.41313	2.5	1
5624	2	1	-13	114.073	88.7436	23549.5	1.1406	2.5	1
5624	3	1	-13	-0.04526	69.7345	23551.5	3.1628	2.5	1
5625	0	1	-13	82.8718	6.30971	23557.9	0.693369	3.75	1
5626	0	1	13	5.44601	54.4856	23553	0.385018	3.33333	1
5626	1	1	13	-71.6719	68.208	23551.6	1.39615	3.33333	1
5626	2	1	13	-56.1889	58.3403	23552.6	2.24537	3.33333	1
5626	3	1	13	-5.12838	84.8497	23549.9	2.07906	3.33333	1
5627	0	1	-13	-47.5351	-41.4482	23562.7	1.01629	2	1
5627	1	1	-13	-57.0899	-91.4303	23567.8	2.27903	2	1
5627	2	1	-13	-50.5259	-48.4715	23563.4	6.37434	2	1
5627	3	2	-13	-25.6758	-45.9609	24461.1	1.07003	2	1
5627	4	1	-13	-35.7002	-95.918	23568.3	0.313324	2	1
5627	5	1	-13	-73.6981	-38.6288	23562.4	1.31288	2	1
5627	6	1	-13	-50.0054	-61.7724	23564.8	2.95605	2	1
5628	0	1	-13	-54.5782	2.36974	23558.3	0.182259	3.75	-1
5628	1	1	-13	7.20416	-62.8762	23564.9	0.324116	3.75	1
5629	0	1	-13	103.809	118.51	23546.5	7.84265	1.07143	-1
5629	1	1	-13	95.436	117.668	23546.6	11.5527	1.07143	1
5629	2	2	-13	103.212	121.169	24444.2	11.5432	1.07143	1
5629	3	3	-13	107.471	121.875	24854.5	9.73266	1.07143	1
5629	4	1	-13	89.3641	120.09	23546.4	9.55057	1.07143	1
5629	5	2	-13	111.497	109.761	24445.4	6.30698	1.07143	1
5629	6	3	-13	105.055	117.643	24854.9	2.45479	1.07143	1
5629	7	2	-13	102.826	114.088	24444.9	6.73765	1.07143	1
5629	8	3	-13	93.4656	109.405	24855.8	6.7255	1.07143	1
5629	9	2	-13	77.8244	103.381	24446	7.77899	1.07143	1
5629	10	3	-13	85.3977	94.1724	24857.3	6.38811	1.07143	1
5630	0	1	-13	-68.6245	55.3725	23552.9	0.436009	4.28571	1
5631	0	1	-13	-120.171	-111.813	23569.9	0.215041	1.57895	-1
5632	0	1	-13	-61.3624	74.1461	23551	0.615479	1.875	1
5632	1	1	-13	-67.3304	122.158	23547.7	0.603051	1.875	1
5632	2	1	-13	-64.0246	119.065	23546.5	1.33359	1.875	1
5633	0	2	13	-118.691	-95.5492	24466.2	0.435645	1.30435	1
5634	0	1	-13	-10.0032	-113.018	23570	1.14998	2.72727	1
5634	1	1	-13	-31.0899	-29.0676	23561.5	1.68552	2.72727	1
5634	2	1	-13	36.9801	-58.1072	23564.4	1.08068	2.72727	1
5634	3	1	-13	-29.8791	-44.0372	23563	3.14589	2.72727	1
5634	4	1	-13	30.6366	-92.0134	23567.9	1.05294	2.72727	1
5634	5	1	-13	0.591605	-57.0301	23564.3	3.23864	2.72727	1
5634	6	1	-13	11.8796	-82.115	23566.9	0.771742	2.72727	1
5635	0	1	-13	91.0686	15.5267	23557	2.69977	2.72727	-1
5635	1	1	-13	85.4234	-12.2464	23559.8	0.121604	2.72727	1
5635	2	1	-13	75.9714	-20.4075	23560.6	0.472727	2.72727	1
5635	3	1	-13	75.367	15.1884	23557	2.11006	2.72727	1
5635	4	1	-13	94.4906	10.8655	23557.4	1.9182	2.72727	1
5635	5	1	-13	105.194	3.63065	23558.2	3.77558	2.72727	1
5635	6	1	-13	111.326	-4.22425	23559	1.29655	2.72727	1
5635	7	1	-13	81.3467	25.3003	23556	3.97785	2.72727	1
5635	8	1	-13	64.5857	-2.33598	23558.8	0.594216	2.72727	1
5636	0	1	-13	-77.7243	-63.4347	23565	25.598	1	1
5636	1	2	-13	-83.3945	-78.2291	24464.4	19.622	1	1
5636	2	3	-13	-84.1702	-91.2081	24876.1	15.6693	1	1
5637	0	1	-13	-97.2771	-69.5101	23565.6	1.77114	2.14286	-1
5637	1	1	-13	-35.3634	-63.7036	23565	2.34107	2.14286	1
5637	2	1	-13	-84.8014	-51.0398	23563.7	1.50564	2.14286	1
5637	3	1	-13	-46.7359	-71.6371	23565.8	1.94044	2.14286	1
5638	0	1	-13	26.7319	7.56259	23557.8	2.43972	3	1
5638	1	1	-13	4.7377	16.0449	23556.9	1.5789	3	1
5638	2	1	-13	-26.0277	18.6595	23556.6	0.580227	3	1
5638	3	1	-13	52.2493	22.2397	23556.3	0.27199	3	1
5638	4	1	-13	-15.5508	10.4277	23557.5	1.0157	3	1
5638	5	1	-13	8.35353	36.6521	23554.8	2.63283	3	1
5638	6	1	-13	2.32804	14.0868	23557.1	2.64426	3	1
5638	7	1	-13	-93.4833	40.8366	23554.4	0.16048	3	1
5638	8	1	-13	-77.7354	8.74655	23557.6	0.492226	3	1
5638	9	1	-13	-6.70068	22.1339	23556.3	2.81724	3	1
5639	0	1	-13	-33.249	-3.68539	23558.9	0.185202	5	1
5640	0	1	-13	44.505	-52.8768	23563.9	6.27764	1.76471	1
5640	1	2	-13	-20.0692	-63.6935	24462.9	1.09805	1.76471	1
5640	2	1	-13	-93.6436	48.0875	23553.7	2.67465	1.76471	1
5641	0	1	-13	101.66	62.4394	23552.2	0.201441	10.7143	-1
5641	1	1	-13	31.1951	16.7222	23556.8	0.799009	10.7143	1
5641	2	1	-13	61.1011	75.2479	23550.9	0.313708	10.7143	1
5642	0	1	-13	59.1252	62.5503	23552.2	0.109464	4.28571	1
5643	0	1	-13	4.97027	-104.999	23569.2	0.567633	3	-1
5643	1	1	-13	-5.86554	14.9382	23557	0.951838	3	1
5643	2	1	-13	-6.77639	43.0013	23554.2	1.31499	3	1
5643	3	1	-13	62.624	24.117	23556.1	2.95715	3	1
5643	4	1	-13	91.5687	9.28578	23557.6	1.95045	3	1
5643	5	1	-13	-11.264	53.8713	23553.1	0.415856	3	1
5643	6	1	-13	26.3858	11.8025	23557.3	2.69692	3	1
5643	7	1	-13	56.5209	6.71811	23557.9	0.840466	3	1
5643	8	1	-13	2.25894	-16.4753	23560.2	2.70208	3	1
5644	0	1	-13	61.262	-71.6924	23565.8	0.0838345	3.75	1
5645	0	2	-13	17.4667	96.7621	24446.7	1.92997	1.875	1
5646	0	1	-13	-75.1134	63.2725	23552.1	0.665357	3.75	-1
5647	0	1	-13	30.5039	56.0579	23552.9	0.918274	3	1
5647	1	1	-13	32.9134	86.7925	23549.7	1.88543	3	1
5648	0	1	-13	-79.806	-76.6714	23566.3	5.8373	1.76471	1
5648	1	2	-13	-82.9617	-116.816	24468.3	0.490097	1.76471	1
5649	0	1	13	39.0995	121.872	23546.2	9.19482	1.25	1
5650	0	2	-13	120.231	93.2595	24447	3.0415	1	-1
5650	1	1	-13	66.5991	25.353	23556	19.4029	1	1
5650	2	2	-13	62.8008	22.337	24454.2	13.6066	1	1
5650	3	3	-13	58.5212	17.5905	24865.1	10.1619	1	1
5650	4	1	-13	48.3325	-2.71336	23558.8	22.5734	1	1
5650	5	2	-13	44.1355	-5.22752	24457	14.3499	1	1
5650	6	3	-13	44.3696	-9.24475	24867.8	9.58576	1	1
5650	7	1	-13	-83.1439	-21.4916	23560.7	24.8826	1	1
5650	8	2	-13	-77.2644	-13.9707	24457.9	18.5161	1	1
5650	9	3	-13	-74.8148	-10.3767	24867.9	14.747	1	1
5651	0	1	-13	-83.3945	95.9065	23548.8	0.66516	1.36364	1
5652	0	1	-13	53.9562	-22.1262	23560.8	0.79726	1.875	1
5653	0	1	-13	-61.3439	-37.5057	23562.3	4.61475	1.875	1
5654	0	1	-13	69.5461	-20.2622	23560.6	1.29382	10	-1
5654	1	1	-13	-22.2405	-53.1458	23563.9	0.943676	10	1
5654	2	1	-13	13.224	65.6864	23551.9	1.27777	10	1
5655	0	1	-13	-80.4995	8.12605	23557.7	0.671083	3.91304	1
5655	1	1	-13	-76.3256	16.1853	23556.9	1.98107	3.91304	1
5655	2	1	-13	-86.1452	70.1366	23551.4	1.13525	3.91304	1
5656	0	1	-13	-49.8603	-21.7889	23560.7	1.43887	1.07143	1
5657	0	1	-13	-97.7848	-48.874	23563.5	0.0538021	5	1
5658	0	1	-13	46.1979	43.0385	23554.2	9.25298	1	1
5658	1	2	-13	18.7016	39.331	24452.5	3.63212	1	1
5658	2	3	-13	-14.9982	43.061	24862.5	0.943517	1	1
5659	0	1	-13	-77.2217	47.9827	23553.7	1.37517	1	1
5660	0	1	-13	-82.4274	67.2262	23551.7	1.43071	1.5	1
5661	0	1	-13	-30.838	92.283	23549.2	0.944112	3.75	1
5661	1	1	-13	-13.7705	14.6646	23557	0.412229	3.75	1
5662	0	1	-13	93.5226	51.8894	23553.3	3.066	2.5	1
5663	0	1	-13	-50.4925	34.1867	23555.1	1.92069	4	1
5663	1	1	-13	-56.8688	4.80076	23558	2.51789	4	1
5663	2	1	-13	-59.2521	26.0756	23555.9	1.63775	4	1
5663	3	1	-13	-32.2301	19.8202	23556.5	0.501875	4	1
5663	4	1	-13	-50.4772	30.0906	23555.5	1.62441	4	1
5663	5	1	-13	-51.2215	38.4637	23554.6	2.1123	4	1
5663	6	1	-13	-55.7182	12.0923	23557.3	2.27525	4	1
5663	7	1	-13	-40.6964	25.0653	23556	2.75712	4	1
5664	0	1	-13	-48.7753	28.1875	23555.7	1.38669	1.42857	1
5665	0	1	-13	-72.2209	82.1858	23550.2	0.581547	2.14286	1
5666	0	1	-13	-75.3841	7.10252	23557.8	1.48392	3	-1
5666	1	1	-13	3.94396	108.333	23547.6	0.521182	3	1
5666	2	1	-13	-25.8663	56.4794	23552.8	2.22307	3	1
5666	3	1	-13	-16.0422	-67.5253	23565.4	1.01878	3	1
5666	4	1	-13	35.4078	63.3294	23552.1	0.977222	3	1
5666	5	1	-13	-21.4436	91.1533	23549.3	2.46084	3	1
5666	6	1	-13	8.93464	86.202	23549.8	0.401098	3	1
5666	7	1	-13	52.0654	-19.7428	23560.5	0.811081	3	1
5666	8	1	-13	-73.1902	28.8901	23555.6	0.389637	3	1
5666	9	1	-13	-69.3331	41.1958	23554.4	3.25593	3	1
5666	10	1	-13	15.5487	2.74865	23558.3	1.2443	3	1
5667	0	1	-13	87.0988	-99.38	23568.6	2.69795	1.36364	1
5668	0	1	-13	43.6349	37.7236	23554.7	2.30801	3.33333	-1
5668	1	1	-13	-3.50558	-45.3085	23563.1	1.50818	3.33333	1
5668	2	1	-13	-115.888	-8.46664	23559.4	2.33014	3.33333	1
5668	3	1	-13	-77.5944	-32.3911	23561.8	2.43963	3.33333	1
5669	0	1	13	93.36	-92.3285	23567.9	2.12486	1.03448	1
5669	1	2	13	85.1009	-113.911	24468	2.71399	1.03448	1
5670	0	1	-13	27.4771	-0.97627	23558.6	1.07239	4.28571	1
5671	0	1	-13	-70.1687	59.9165	23552.5	5.52756	1.875	1
5671	1	2	-13	-121.627	33.0618	24453.1	0.295041	1.875	1
5671	2	1	-13	-83.7995	56.1586	23552.8	0.437566	1.875	1
5671	3	1	-13	-76.9491	66.9066	23551.8	3.32995	1.875	1
5671	4	1	-13	-81.1266	50.8048	23553.4	6.92973	1.875	1
5671	5	2	-13	-62.4056	51.6214	24451.2	1.45143	1.875	1
5671	6	1	-13	-73.1787	80.248	23550.4	2.3977	1.875	1
5671	7	1	-13	-75.8204	67.195	23551.7	4.35753	1.875	1
5671	8	1	-13	-77.0963	97.7417	23548.6	3.32625	1.875	1
5671	9	1	-13	-66.3619	56.3159	23552.8	6.15647	1.875	1
5671	10	2	-13	-42.778	52.3712	24451.2	0.920221	1.875	1
5672	0	1	-13	-55.5663	-4.38141	23559	0.638747	4.28571	1
5672	1	1	-13	-36.8628	-77.7182	23566.4	0.53153	4.28571	1
5673	0	1	-13	-71.8626	32.3156	23555.3	0.203656	3.33333	-1
5673	1	1	-13	-55.0521	64.8953	23552	0.249425	3.33333	1
5673	2	1	-13	-12.641	93.7632	23549	0.216131	3.33333	1
5674	0	1	-13	-120.712	-112.325	23569.9	3.23812	1.11111	1
5675	0	2	-13	-105.863	98.4292	24446.5	0.738074	2.14286	1
5676	0	1	-13	100.959	28.1505	23555.7	14.6172	1	1
5676	1	2	-13	106.337	32.1508	24453.2	8.50777	1	1
5676	2	3	-13	115.174	21.3781	24864.7	5.11194	1	1
5676	3	3	-13	-66.7677	0.332252	24866.8	0.068856	1	1
5676	4	1	-13	-35.484	28.1745	23555.7	16.1532	1	1
5676	5	2	-13	-58.4625	30.3439	24453.4	7.66268	1	1
5676	6	3	-13	-66.8771	38.1303	24863	3.66916	1	1
5677	0	1	-13	9.96126	-60.7409	23564.7	11.0164	1.36364	-1
5677	1	2	-13	5.48609	-67.0646	24463.3	5.15699	1.36364	-1
5677	2	3	-13	4.40855	-69.091	24873.9	2.40019	1.36364	-1
5677	3	1	-13	19.4521	-66.3368	23565.3	12.1116	1.36364	1
5677	4	2	-13	39.3115	-78.0608	24464.4	5.67418	1.36364	1
5677	5	3	-13	40.2351	-87.4968	24875.7	2.82532	1.36364	1
5677	6	1	-13	4.99872	-63.826	23565	7.21899	1.36364	1
5677	7	2	-13	10.5977	-55.7894	24462.1	1.40921	1.36364	1
5677	8	1	-13	-25.7089	-100.271	23568.7	8.5308	1.36364	1
5677	9	2	-13	-32.6036	-75.0049	24464.1	3.38777	1.36364	1
5677	10	3	-13	-52.3976	-48.9928	24871.8	0.770232	1.36364	1
5677	11	1	-13	-17.2143	-97.3533	23568.4	2.89763	1.36364	1
5677	12	1	-13	-0.882396	-62.9021	23564.9	10.329	1.36364	1
5677	13	2	-13	-29.9226	-82.349	24464.8	3.82893	1.36364	1
5677	14	3	-13	-33.1799	-83.0436	24875.3	1.11917	1.36364	1
5677	15	1	-13	-39.4259	-100.948	23568.8	9.48158	1.36364	1
5677	16	2	-13	-68.7099	-115.115	24468.1	4.05048	1.36364	1
5677	17	1	-13	-34.0848	-113.159	23570	6.24993	1.36364	1
5677	18	1	-13	-30.3921	-76.5571	23566.3	2.75311	1.36364	1
5677	19	1	-13	10.5425	-78.4321	23566.5	10.1622	1.36364	1
5677	20	2	-13	6.74122	-88.0676	24465.4	4.81194	1.36364	1
5677	21	3	-13	-3.27899	-100.575	24877	1.88563	1.36364	1
5677	22	1	-13	-6.44609	-59.0649	23564.5	13.4075	1.36364	1
5677	23	2	-13	14.1227	-48.3311	24461.4	5.71779	1.36364	1
5677	24	3	-13	42.1097	-30.4239	24869.9	2.69533	1.36364	1
5678	0	1	-13	6.55076	-29.332	23561.5	13.5127	1.25	1
5678	1	2	-13	8.97889	-37.4903	24460.3	6.33592	1.25	1
5678	2	3	-13	12.537	-36.6896	24870.6	3.54488	1.25	1
5678	3	1	-13	120.789	-59.7478	23564.6	2.01023	1.25	1
5679	0	1	-13	77.4009	9.84394	23557.5	5.80335	1.5	1
5679	1	2	-13	43.8708	-6.79597	24457.2	0.711675	1.5	1
5679	2	1	-13	-70.5292	-96.4486	23568.3	3.33986	1.5	1
5680	0	1	-13	-46.7253	-23.419	23560.9	11.1368	1.42857	1
5680	1	2	-13	-52.2632	-21.3031	24458.6	5.0774	1.42857	1
5680	2	3	-13	-63.9606	-28.2397	24869.7	2.07089	1.42857	1
5680	3	1	-13	41.9268	75.0702	23550.9	8.15467	1.42857	1
5680	4	2	-13	49.6936	58.4152	24450.6	1.76219	1.42857	1
5680	5	1	-13	59.1149	18.1314	23556.7	9.78789	1.42857	1
5680	6	2	-13	69.4081	39.0004	24452.5	3.4652	1.42857	1
5680	7	3	-13	105.939	49.4574	24861.8	0.580432	1.42857	1
5681	0	1	-13	74.9685	79.2822	23550.5	3.67334	1.30435	1
5682	0	1	-13	-2.59876	-3.20106	23558.9	3.90529	1.875	1
5683	0	1	13	-22.4233	13.145	23557.2	2.74893	1.15385	1
5684	0	1	-13	44.1317	-25.8687	23561.2	1.81429	3	1
5684	1	1	-13	44.5388	34.8605	23555	2.00424	3	1
5684	2	1	-13	52.3934	36.4189	23554.8	2.7196	3	1
5685	0	1	-13	50.2253	26.0883	23555.9	3.04635	2.5	1
5685	1	1	-13	95.5208	-39.9865	23562.6	0.515748	2.5	1
5686	0	1	-13	-64.0077	32.2874	23555.3	1.34808	4.28571	-1
5686	1	1	-13	-101.27	14.9148	23557	1.53209	4.28571	1
5686	2	1	-13	-72.3222	-24.7668	23561	1.14304	4.28571	1
5687	0	1	-13	80.8371	79.0853	23550.5	1.30834	2.5	-1
5687	1	1	-13	66.9783	106.476	23547.7	5.0651	2.5	1
5687	2	1	-13	70.3156	103.653	23548	3.21894	2.5	1
5687	3	2	-13	103.726	115.573	24444.8	3.20238	2.5	1
5687	4	1	-13	66.4443	95.3374	23548.9	1.39259	2.5	1
5687	5	1	-13	54.6871	70.9099	23551.3	2.70737	2.5	1
5687	6	1	-13	1.71385	39.6479	23554.5	0.22186	2.5	1
5688	0	1	-13	114.021	102.99	23548.1	7.57634	1.2	-1
5688	1	1	-13	81.6583	100.632	23548.3	6.20556	1.2	1
5688	2	2	-13	46.274	116.639	24444.7	3.64271	1.2	1
5688	3	1	-13	100.823	113.109	23547.1	5.41539	1.2	1
5688	4	1	-13	111.587	106.694	23547.7	7.33695	1.2	1
5688	5	2	-13	93.5335	86.666	24447.7	1.62906	1.2	1
5688	6	1	-13	91.506	107.856	23547.6	12.6467	1.2	1
5688	7	2	-13	104.406	113.043	24445	12.556	1.2	1
5688	8	3	-13	111.562	113.353	24855.4	8.80776	1.2	1
5689	0	2	-13	123.731	43.0918	24452.1	0.14876	1.30435	1
5690	0	1	-13	-62.3291	109.73	23547.4	2.96689	1.57895	1
5690	1	2	-13	-46.1031	96.2316	24446.7	0.603939	1.57895	1
5690	2	1	-13	-6.62217	105.4	23547.9	0.751908	1.57895	1
5690	3	1	-13	39.8856	92.1834	23549.2	8.34291	1.57895	1
5691	0	1	-13	113.989	-86.5056	23567.3	5.42351	1.30435	1
5691	1	2	-13	83.3283	-117.024	24468.3	0.169624	1.30435	1
5691	2	1	-13	122.29	-86.7921	23567.3	10.7611	1.30435	1
5691	3	2	-13	71.4433	-81.7572	24464.8	5.1562	1.30435	1
